	packet_number	captured_length	eth_dst	eth_src	highest_layer	info_line	interface_captured	ip_dst	ip_src	length	number	project_id	sniff_timestamp	tcp_dstport	tcp_srcport	tcp_stream
5932	5932	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=6675/4890, ttl=128		82.108.20.70	192.168.1.122	75	5933	1	2013-06-02 10:20:36			
5933	5933	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=6931/4891, ttl=128		82.108.48.144	192.168.1.122	75	5934	1	2013-06-02 10:20:36			
5934	5934	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=7187/4892, ttl=128		82.108.103.189	192.168.1.122	75	5935	1	2013-06-02 10:20:36			
5935	5935	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=7443/4893, ttl=128		82.108.36.208	192.168.1.122	75	5936	1	2013-06-02 10:20:36			
5936	5936	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=7699/4894, ttl=128		82.108.216.36	192.168.1.122	75	5937	1	2013-06-02 10:20:36			
5937	5937	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=7955/4895, ttl=128		82.108.183.216	192.168.1.122	75	5938	1	2013-06-02 10:20:36			
5938	5938	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=8211/4896, ttl=128		82.108.195.64	192.168.1.122	75	5939	1	2013-06-02 10:20:36			
5939	5939	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=8467/4897, ttl=128		82.108.153.95	192.168.1.122	75	5940	1	2013-06-02 10:20:36			
5940	5940	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=8723/4898, ttl=128		82.108.224.153	192.168.1.122	75	5941	1	2013-06-02 10:20:37			
5941	5941	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=8979/4899, ttl=128		82.108.49.73	192.168.1.122	75	5942	1	2013-06-02 10:20:37			
5942	5942	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=9235/4900, ttl=128		82.108.116.233	192.168.1.122	75	5943	1	2013-06-02 10:20:37			
5943	5943	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=9491/4901, ttl=128		82.108.174.116	192.168.1.122	75	5944	1	2013-06-02 10:20:37			
5944	5944	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=9747/4902, ttl=128		82.108.6.45	192.168.1.122	75	5945	1	2013-06-02 10:20:37			
5945	5945	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	[TCP Retransmission] 1248 > 139 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.236.57	192.168.1.122	62	5946	1	2013-06-02 10:20:37	139.0	1248.0	156.0
5946	5946	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=10003/4903, ttl=128		82.108.65.145	192.168.1.122	75	5947	1	2013-06-02 10:20:37			
5947	5947	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=10259/4904, ttl=128		82.108.31.11	192.168.1.122	75	5948	1	2013-06-02 10:20:37			
5948	5948	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=10515/4905, ttl=128		82.108.67.186	192.168.1.122	75	5949	1	2013-06-02 10:20:37			
5949	5949	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	139 > 1248 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.236.57	54	5950	1	2013-06-02 10:20:37	1248.0	139.0	156.0
5950	5950	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	1251 > 445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.17.89	192.168.1.122	62	5951	1	2013-06-02 10:20:37	445.0	1251.0	159.0
5951	5951	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=10771/4906, ttl=128		82.108.191.179	192.168.1.122	75	5952	1	2013-06-02 10:20:37			
5952	5952	103	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Destination unreachable (Host unreachable)		192.168.1.122	82.108.105.65	103	5953	1	2013-06-02 10:20:37			
5953	5953	103	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Destination unreachable (Host unreachable)		192.168.1.122	82.108.105.65	103	5954	1	2013-06-02 10:20:37			
5954	5954	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=11027/4907, ttl=128		82.108.248.119	192.168.1.122	75	5955	1	2013-06-02 10:20:37			
5955	5955	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=11283/4908, ttl=128		82.108.211.214	192.168.1.122	75	5956	1	2013-06-02 10:20:37			
5956	5956	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=11539/4909, ttl=128		82.108.93.41	192.168.1.122	75	5957	1	2013-06-02 10:20:37			
5957	5957	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=11795/4910, ttl=128		82.108.115.106	192.168.1.122	75	5958	1	2013-06-02 10:20:37			
5958	5958	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=12051/4911, ttl=128		82.108.156.165	192.168.1.122	75	5959	1	2013-06-02 10:20:37			
5959	5959	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=12307/4912, ttl=128		82.108.20.118	192.168.1.122	75	5960	1	2013-06-02 10:20:37			
5960	5960	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=12563/4913, ttl=128		82.108.44.31	192.168.1.122	75	5961	1	2013-06-02 10:20:37			
5961	5961	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=12819/4914, ttl=128		82.108.151.142	192.168.1.122	75	5962	1	2013-06-02 10:20:37			
5962	5962	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=13075/4915, ttl=128		82.108.194.253	192.168.1.122	75	5963	1	2013-06-02 10:20:37			
5963	5963	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=13331/4916, ttl=128		82.108.250.62	192.168.1.122	75	5964	1	2013-06-02 10:20:37			
5964	5964	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=13587/4917, ttl=128		82.108.34.141	192.168.1.122	75	5965	1	2013-06-02 10:20:37			
5965	5965	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=13843/4918, ttl=128		82.108.53.93	192.168.1.122	75	5966	1	2013-06-02 10:20:37			
5966	5966	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=14099/4919, ttl=128		82.108.67.34	192.168.1.122	75	5967	1	2013-06-02 10:20:37			
5967	5967	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=14355/4920, ttl=128		82.108.64.235	192.168.1.122	75	5968	1	2013-06-02 10:20:37			
5968	5968	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=14611/4921, ttl=128		82.108.178.134	192.168.1.122	75	5969	1	2013-06-02 10:20:37			
5969	5969	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=14867/4922, ttl=128		82.108.163.248	192.168.1.122	75	5970	1	2013-06-02 10:20:37			
5970	5970	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=15123/4923, ttl=128		82.108.35.164	192.168.1.122	75	5971	1	2013-06-02 10:20:37			
5971	5971	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=15379/4924, ttl=128		82.108.23.113	192.168.1.122	75	5972	1	2013-06-02 10:20:37			
5972	5972	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=15635/4925, ttl=128		82.108.243.22	192.168.1.122	75	5973	1	2013-06-02 10:20:37			
5973	5973	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=15891/4926, ttl=128		82.108.163.115	192.168.1.122	75	5974	1	2013-06-02 10:20:37			
5974	5974	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=16147/4927, ttl=128		82.108.234.163	192.168.1.122	75	5975	1	2013-06-02 10:20:37			
5975	5975	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=16403/4928, ttl=128		82.108.232.233	192.168.1.122	75	5976	1	2013-06-02 10:20:37			
5976	5976	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=16659/4929, ttl=128		82.108.90.83	192.168.1.122	75	5977	1	2013-06-02 10:20:37			
5977	5977	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=16915/4930, ttl=128		82.108.231.199	192.168.1.122	75	5978	1	2013-06-02 10:20:37			
5978	5978	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=17171/4931, ttl=128		82.108.25.121	192.168.1.122	75	5979	1	2013-06-02 10:20:37			
5979	5979	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=17427/4932, ttl=128		82.108.3.172	192.168.1.122	75	5980	1	2013-06-02 10:20:37			
5980	5980	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=17683/4933, ttl=128		82.108.147.133	192.168.1.122	75	5981	1	2013-06-02 10:20:37			
5981	5981	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=17939/4934, ttl=128		82.108.44.191	192.168.1.122	75	5982	1	2013-06-02 10:20:37			
5982	5982	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=18195/4935, ttl=128		82.108.4.44	192.168.1.122	75	5983	1	2013-06-02 10:20:37			
5983	5983	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=18451/4936, ttl=128		82.108.178.210	192.168.1.122	75	5984	1	2013-06-02 10:20:37			
5984	5984	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=18707/4937, ttl=128		82.108.99.208	192.168.1.122	75	5985	1	2013-06-02 10:20:37			
5985	5985	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=18963/4938, ttl=128		82.108.134.235	192.168.1.122	75	5986	1	2013-06-02 10:20:37			
5986	5986	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=19219/4939, ttl=128		82.108.126.109	192.168.1.122	75	5987	1	2013-06-02 10:20:37			
5987	5987	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=19475/4940, ttl=128		82.108.56.126	192.168.1.122	75	5988	1	2013-06-02 10:20:37			
5988	5988	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=19731/4941, ttl=128		82.108.227.248	192.168.1.122	75	5989	1	2013-06-02 10:20:37			
5989	5989	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=19987/4942, ttl=128		82.108.110.166	192.168.1.122	75	5990	1	2013-06-02 10:20:37			
5990	5990	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=20243/4943, ttl=128		82.108.37.164	192.168.1.122	75	5991	1	2013-06-02 10:20:37			
5991	5991	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=20499/4944, ttl=128		82.108.37.121	192.168.1.122	75	5992	1	2013-06-02 10:20:37			
5992	5992	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=20755/4945, ttl=128		82.108.80.40	192.168.1.122	75	5993	1	2013-06-02 10:20:37			
5993	5993	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=21011/4946, ttl=128		82.108.24.19	192.168.1.122	75	5994	1	2013-06-02 10:20:37			
5994	5994	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=21267/4947, ttl=128		82.108.17.198	192.168.1.122	75	5995	1	2013-06-02 10:20:37			
5995	5995	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=21523/4948, ttl=128		82.108.9.13	192.168.1.122	75	5996	1	2013-06-02 10:20:37			
5996	5996	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=21779/4949, ttl=128		82.108.36.250	192.168.1.122	75	5997	1	2013-06-02 10:20:37			
5997	5997	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=22035/4950, ttl=128		82.108.102.88	192.168.1.122	75	5998	1	2013-06-02 10:20:37			
5998	5998	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=22291/4951, ttl=128		82.108.228.225	192.168.1.122	75	5999	1	2013-06-02 10:20:37			
5999	5999	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=22547/4952, ttl=128		82.108.196.155	192.168.1.122	75	6000	1	2013-06-02 10:20:37			
6000	6000	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=22803/4953, ttl=128		82.108.100.7	192.168.1.122	75	6001	1	2013-06-02 10:20:37			
6001	6001	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=23059/4954, ttl=128		82.108.172.53	192.168.1.122	75	6002	1	2013-06-02 10:20:37			
6002	6002	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=23315/4955, ttl=128		82.108.132.131	192.168.1.122	75	6003	1	2013-06-02 10:20:37			
6003	6003	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=23571/4956, ttl=128		82.108.128.192	192.168.1.122	75	6004	1	2013-06-02 10:20:37			
6004	6004	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=23827/4957, ttl=128		82.108.159.67	192.168.1.122	75	6005	1	2013-06-02 10:20:37			
6005	6005	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=24083/4958, ttl=128		82.108.237.56	192.168.1.122	75	6006	1	2013-06-02 10:20:37			
6006	6006	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=24339/4959, ttl=128		82.108.26.77	192.168.1.122	75	6007	1	2013-06-02 10:20:37			
6007	6007	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=24595/4960, ttl=128		82.108.98.57	192.168.1.122	75	6008	1	2013-06-02 10:20:38			
6008	6008	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=24851/4961, ttl=128		82.108.109.189	192.168.1.122	75	6009	1	2013-06-02 10:20:38			
6009	6009	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=25107/4962, ttl=128		82.108.109.109	192.168.1.122	75	6010	1	2013-06-02 10:20:38			
6010	6010	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=25363/4963, ttl=128		82.108.55.109	192.168.1.122	75	6011	1	2013-06-02 10:20:38			
6011	6011	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=25619/4964, ttl=128		82.108.130.55	192.168.1.122	75	6012	1	2013-06-02 10:20:38			
6012	6012	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=25875/4965, ttl=128		82.108.162.129	192.168.1.122	75	6013	1	2013-06-02 10:20:38			
6013	6013	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=26131/4966, ttl=128		82.108.240.159	192.168.1.122	75	6014	1	2013-06-02 10:20:38			
6014	6014	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=26387/4967, ttl=128		82.108.196.20	192.168.1.122	75	6015	1	2013-06-02 10:20:38			
6015	6015	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=26643/4968, ttl=128		82.108.158.206	192.168.1.122	75	6016	1	2013-06-02 10:20:38			
6016	6016	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=26899/4969, ttl=128		82.108.47.200	192.168.1.122	75	6017	1	2013-06-02 10:20:38			
6017	6017	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=27155/4970, ttl=128		82.108.55.128	192.168.1.122	75	6018	1	2013-06-02 10:20:38			
6018	6018	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=27411/4971, ttl=128		82.108.202.175	192.168.1.122	75	6019	1	2013-06-02 10:20:38			
6019	6019	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=27667/4972, ttl=128		82.108.138.6	192.168.1.122	75	6020	1	2013-06-02 10:20:38			
6020	6020	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=27923/4973, ttl=128		82.108.48.160	192.168.1.122	75	6021	1	2013-06-02 10:20:38			
6021	6021	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=28179/4974, ttl=128		82.108.245.197	192.168.1.122	75	6022	1	2013-06-02 10:20:38			
6022	6022	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=28435/4975, ttl=128		82.108.39.245	192.168.1.122	75	6023	1	2013-06-02 10:20:38			
6023	6023	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=28691/4976, ttl=128		82.108.202.39	192.168.1.122	75	6024	1	2013-06-02 10:20:38			
6024	6024	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=28947/4977, ttl=128		82.108.86.202	192.168.1.122	75	6025	1	2013-06-02 10:20:38			
6025	6025	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=29203/4978, ttl=128		82.108.240.106	192.168.1.122	75	6026	1	2013-06-02 10:20:38			
6026	6026	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=29459/4979, ttl=128		82.108.207.186	192.168.1.122	75	6027	1	2013-06-02 10:20:38			
6027	6027	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=29715/4980, ttl=128		82.108.155.77	192.168.1.122	75	6028	1	2013-06-02 10:20:38			
6028	6028	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=29971/4981, ttl=128		82.108.212.162	192.168.1.122	75	6029	1	2013-06-02 10:20:38			
6029	6029	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=30227/4982, ttl=128		82.108.208.72	192.168.1.122	75	6030	1	2013-06-02 10:20:38			
6030	6030	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=30483/4983, ttl=128		82.108.141.207	192.168.1.122	75	6031	1	2013-06-02 10:20:38			
6031	6031	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=30739/4984, ttl=128		82.108.53.101	192.168.1.122	75	6032	1	2013-06-02 10:20:38			
6032	6032	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=30995/4985, ttl=128		82.108.14.72	192.168.1.122	75	6033	1	2013-06-02 10:20:38			
6033	6033	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=31251/4986, ttl=128		82.108.126.27	192.168.1.122	75	6034	1	2013-06-02 10:20:38			
6034	6034	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=31507/4987, ttl=128		82.108.159.145	192.168.1.122	75	6035	1	2013-06-02 10:20:38			
6035	6035	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=31763/4988, ttl=128		82.108.192.217	192.168.1.122	75	6036	1	2013-06-02 10:20:38			
6036	6036	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=32019/4989, ttl=128		82.108.96.235	192.168.1.122	75	6037	1	2013-06-02 10:20:38			
6037	6037	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=32275/4990, ttl=128		82.108.243.114	192.168.1.122	75	6038	1	2013-06-02 10:20:38			
6038	6038	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=32531/4991, ttl=128		82.108.120.86	192.168.1.122	75	6039	1	2013-06-02 10:20:38			
6039	6039	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=32787/4992, ttl=128		82.108.29.107	192.168.1.122	75	6040	1	2013-06-02 10:20:38			
6040	6040	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=33043/4993, ttl=128		82.108.51.144	192.168.1.122	75	6041	1	2013-06-02 10:20:38			
6041	6041	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=33299/4994, ttl=128		82.108.54.215	192.168.1.122	75	6042	1	2013-06-02 10:20:38			
6042	6042	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=33555/4995, ttl=128		82.108.18.191	192.168.1.122	75	6043	1	2013-06-02 10:20:38			
6043	6043	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=33811/4996, ttl=128		82.108.155.211	192.168.1.122	75	6044	1	2013-06-02 10:20:38			
6044	6044	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=34067/4997, ttl=128		82.108.123.211	192.168.1.122	75	6045	1	2013-06-02 10:20:38			
6045	6045	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=34323/4998, ttl=128		82.108.38.237	192.168.1.122	75	6046	1	2013-06-02 10:20:38			
6046	6046	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=34579/4999, ttl=128		82.108.22.201	192.168.1.122	75	6047	1	2013-06-02 10:20:38			
6047	6047	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=34835/5000, ttl=128		82.108.178.141	192.168.1.122	75	6048	1	2013-06-02 10:20:38			
6048	6048	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=35091/5001, ttl=128		82.108.171.178	192.168.1.122	75	6049	1	2013-06-02 10:20:38			
6049	6049	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=35347/5002, ttl=128		82.108.41.171	192.168.1.122	75	6050	1	2013-06-02 10:20:38			
6050	6050	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=35603/5003, ttl=128		82.108.181.41	192.168.1.122	75	6051	1	2013-06-02 10:20:38			
6051	6051	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=35859/5004, ttl=128		82.108.45.201	192.168.1.122	75	6052	1	2013-06-02 10:20:38			
6052	6052	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=36115/5005, ttl=128		82.108.229.123	192.168.1.122	75	6053	1	2013-06-02 10:20:38			
6053	6053	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=36371/5006, ttl=128		82.108.212.229	192.168.1.122	75	6054	1	2013-06-02 10:20:38			
6054	6054	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=36627/5007, ttl=128		82.108.189.212	192.168.1.122	75	6055	1	2013-06-02 10:20:38			
6055	6055	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=36883/5008, ttl=128		82.108.31.130	192.168.1.122	75	6056	1	2013-06-02 10:20:38			
6056	6056	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=37139/5009, ttl=128		82.108.47.237	192.168.1.122	75	6057	1	2013-06-02 10:20:38			
6057	6057	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=37395/5010, ttl=128		82.108.203.157	192.168.1.122	75	6058	1	2013-06-02 10:20:38			
